pathway_id	pathway_description	pvalue	hub_gene	comparison
M4785	FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN	0.02097902097902098	OGDH	PBTA_HGG
M11636	GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	0.02097902097902098	SPCS2	PBTA_HGG
M101	PID_HDAC_CLASSI_PATHWAY	0.02197802197802198	ALOX5AP	PBTA_HGG
M254	PID_MYC_REPRESS_PATHWAY	0.02197802197802198	BTF3	PBTA_HGG
M509	REACTOME_DEVELOPMENTAL_BIOLOGY	0.02197802197802198	NAGLU	PBTA_HGG
M12256	REACTOME_SIGNALLING_TO_RAS	0.02197802197802198	PLK3	PBTA_HGG
M724	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	0.02197802197802198	NDUFA8	PBTA_HGG
M19248	REACTOME_CELL_JUNCTION_ORGANIZATION	0.02197802197802198	PTPRC	PBTA_HGG
M916	REACTOME_PLATELET_HOMEOSTASIS	0.02197802197802198	STS	PBTA_HGG
M1012	REACTOME_IL_2_SIGNALING	0.02197802197802198	PLK3	PBTA_HGG
M12570	DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	0.02197802197802198	NDUFA10	PBTA_HGG
M12383	OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_UP	0.02197802197802198	ATP6V0A1	PBTA_HGG
M15047	MULLIGHAN_NPM1_SIGNATURE_3_DN	0.02197802197802198	ENTPD1	PBTA_HGG
M2513	ELVIDGE_HIF1A_TARGETS_DN	0.02197802197802198	PRNP	PBTA_HGG
M10761	PEREZ_TP63_TARGETS	0.02197802197802198	ACSL1	PBTA_HGG
M2404	BIOCARTA_PPARA_PATHWAY	0.022977022977022976	COL4A5	PBTA_HGG
M10	PID_BCR_5PATHWAY	0.022977022977022976	RRAGA	PBTA_HGG
M124	PID_CXCR4_PATHWAY	0.022977022977022976	AKT2	PBTA_HGG
M2214	CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	0.022977022977022976	SLC11A2	PBTA_HGG
M11665	PRAMOONJAGO_SOX4_TARGETS_DN	0.022977022977022976	CSF3R	PBTA_HGG
M9387	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.023976023976023976	RNF10	PBTA_HGG
M19096	KEGG_BLADDER_CANCER	0.023976023976023976	DCC	PBTA_HGG
M690	REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.023976023976023976	COX10	PBTA_HGG
M805	REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.023976023976023976	APOE	PBTA_HGG
M4669	REACTOME_INFLUENZA_LIFE_CYCLE	0.023976023976023976	AMFR	PBTA_HGG
M12225	PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	0.023976023976023976	PTPRC	PBTA_HGG
M16586	LAIHO_COLORECTAL_CANCER_SERRATED_UP	0.023976023976023976	CASP1	PBTA_HGG
M12524	KEGG_HISTIDINE_METABOLISM	0.024975024975024976	COPB1	PBTA_HGG
M12467	KEGG_ERBB_SIGNALING_PATHWAY	0.024975024975024976	DCTD	PBTA_HGG
M8492	KEGG_APOPTOSIS	0.024975024975024976	FIG4	PBTA_HGG
M571	REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.024975024975024976	LIF	PBTA_HGG
M848	REACTOME_MITOTIC_G1_G1_S_PHASES	0.024975024975024976	LTA4H	PBTA_HGG
M858	REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	0.024975024975024976	EFNB3	PBTA_HGG
M3988	ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	0.024975024975024976	MAGOH	PBTA_HGG
M10276	LEE_NEURAL_CREST_STEM_CELL_DN	0.024975024975024976	BIN1	PBTA_HGG
M16311	NAGASHIMA_EGF_SIGNALING_UP	0.024975024975024976	MSH5	PBTA_HGG
M6370	KEGG_P53_SIGNALING_PATHWAY	0.025974025974025976	TLR3	PBTA_HGG
M19613	BIOCARTA_IGF1R_PATHWAY	0.025974025974025976	BNIP1	PBTA_HGG
M3270	ST_INTEGRIN_SIGNALING_PATHWAY	0.025974025974025976	POLR2L	PBTA_HGG
M611	REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.025974025974025976	MAN2B1	PBTA_HGG
M15381	REACTOME_TCR_SIGNALING	0.025974025974025976	SLC6A1	PBTA_HGG
M914	REACTOME_IL_3_5_AND_GM_CSF_SIGNALING	0.025974025974025976	PLK3	PBTA_HGG
M1081	REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.025974025974025976	CALU	PBTA_HGG
M7388	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	0.025974025974025976	BCS1L	PBTA_HGG
M8451	SENESE_HDAC3_TARGETS_UP	0.025974025974025976	IL6R	PBTA_HGG
M14577	HAHTOLA_SEZARY_SYNDROM_UP	0.025974025974025976	MYD88	PBTA_HGG
M19848	ENK_UV_RESPONSE_EPIDERMIS_UP	0.025974025974025976	SELPLG	PBTA_HGG
M6866	MISSIAGLIA_REGULATED_BY_METHYLATION_DN	0.025974025974025976	HLA-E	PBTA_HGG
M2899	LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	0.025974025974025976	PRKCH	PBTA_HGG
M14899	BIOCARTA_AT1R_PATHWAY	0.026973026973026972	PLK3	PBTA_HGG
M528	REACTOME_ER_PHAGOSOME_PATHWAY	0.026973026973026972	AK1	PBTA_HGG
M546	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.026973026973026972	BEST1	PBTA_HGG
M7591	REACTOME_G1_PHASE	0.026973026973026972	CD46	PBTA_HGG
M14134	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	0.026973026973026972	MEF2C	PBTA_HGG
M4508	ENK_UV_RESPONSE_EPIDERMIS_DN	0.026973026973026972	PEPD	PBTA_HGG
M6981	KEGG_PROTEIN_EXPORT	0.027972027972027972	ALDH1A3	PBTA_HGG
M8232	KEGG_LONG_TERM_DEPRESSION	0.027972027972027972	RALGDS	PBTA_HGG
M13266	KEGG_RENAL_CELL_CARCINOMA	0.027972027972027972	PLK3	PBTA_HGG
M166	PID_ATF2_PATHWAY	0.027972027972027972	DSP	PBTA_HGG
M781	REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.027972027972027972	GRK2	PBTA_HGG
M4680	DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	0.027972027972027972	BBS4	PBTA_HGG
M14796	MAYBURD_RESPONSE_TO_L663536_DN	0.027972027972027972	EPOR	PBTA_HGG
M1749	KEGG_VEGF_SIGNALING_PATHWAY	0.028971028971028972	HNRNPA1	PBTA_HGG
M3261	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.028971028971028972	APEH	PBTA_HGG
M175	PID_ERBB2_ERBB3_PATHWAY	0.028971028971028972	APEH	PBTA_HGG
M14877	BASAKI_YBX1_TARGETS_DN	0.028971028971028972	MYO6	PBTA_HGG
M944	REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	0.029970029970029972	ATP1A1	PBTA_HGG
M997	REACTOME_ION_CHANNEL_TRANSPORT	0.029970029970029972	CASP1	PBTA_HGG
M4779	IGARASHI_ATF4_TARGETS_DN	0.029970029970029972	ANXA4	PBTA_HGG
M8315	MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN	0.029970029970029972	PML	PBTA_HGG
M9131	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.030969030969030968	MBTPS1	PBTA_HGG
M4361	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.030969030969030968	CIRBP	PBTA_HGG
M14507	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	0.030969030969030968	SPCS2	PBTA_HGG
M14132	SLEBOS_HEAD_AND_NECK_CANCER_WITH_HPV_UP	0.030969030969030968	IFNGR1	PBTA_HGG
M5198	GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_DN	0.030969030969030968	UTP14A	PBTA_HGG
M16004	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.03196803196803197	AMFR	PBTA_HGG
M3228	KEGG_SMALL_CELL_LUNG_CANCER	0.03196803196803197	IPO13	PBTA_HGG
M76	PID_P38_ALPHA_BETA_PATHWAY	0.03196803196803197	ATP6V0A1	PBTA_HGG
M692	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.03196803196803197	APOC2	PBTA_HGG
M8570	DOANE_BREAST_CANCER_ESR1_DN	0.03196803196803197	BIN1	PBTA_HGG
M1752	VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	0.03196803196803197	RHOG	PBTA_HGG
M14566	PEREZ_TP53_AND_TP63_TARGETS	0.03196803196803197	MTX2	PBTA_HGG
M1375	LASTOWSKA_COAMPLIFIED_WITH_MYCN	0.03196803196803197	TAX1BP1	PBTA_HGG
M9526	ST_T_CELL_SIGNAL_TRANSDUCTION	0.03296703296703297	PLK3	PBTA_HGG
M13748	REACTOME_GLUCONEOGENESIS	0.03296703296703297	G6PD	PBTA_HGG
M965	REACTOME_INTERFERON_GAMMA_SIGNALING	0.03296703296703297	DSP	PBTA_HGG
M1075	REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.03296703296703297	STS	PBTA_HGG
M3804	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	0.03296703296703297	SERPINB1	PBTA_HGG
M16381	SCHLOSSER_SERUM_RESPONSE_UP	0.03296703296703297	CSF2RA	PBTA_HGG
M4086	KEGG_PROPANOATE_METABOLISM	0.03396603396603397	RNASET2	PBTA_HGG
M10680	KEGG_PROTEASOME	0.03396603396603397	FCGR3A	PBTA_HGG
M242	PID_AURORA_A_PATHWAY	0.03396603396603397	MOCS2	PBTA_HGG
M7847	REACTOME_SIGNALING_BY_WNT	0.03396603396603397	LIF	PBTA_HGG
M16867	MULLIGHAN_MLL_SIGNATURE_2_DN	0.03396603396603397	CASP1	PBTA_HGG
M6679	BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN	0.03396603396603397	CBLB	PBTA_HGG
M9809	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.03496503496503497	PSMB8	PBTA_HGG
M3342	BIOCARTA_INTEGRIN_PATHWAY	0.03496503496503497	PSMB3	PBTA_HGG
M4113	SENESE_HDAC2_TARGETS_UP	0.03496503496503497	SNUPN	PBTA_HGG
M18311	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.03596403596403597	EIF2D	PBTA_HGG
M678	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.03596403596403597	HADHA	PBTA_HGG
M899	REACTOME_IL1_SIGNALING	0.03596403596403597	APLP2	PBTA_HGG
M19152	PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN	0.03596403596403597	IFNGR1	PBTA_HGG
M15472	VECCHI_GASTRIC_CANCER_EARLY_DN	0.03596403596403597	STX8	PBTA_HGG
M18968	HAHTOLA_SEZARY_SYNDROM_DN	0.03596403596403597	ARRB1	PBTA_HGG
M8	PID_ENDOTHELIN_PATHWAY	0.03696303696303696	ELP1	PBTA_HGG
M33	PID_GLYPICAN_1PATHWAY	0.03696303696303696	AEBP1	PBTA_HGG
M48	PID_MET_PATHWAY	0.03696303696303696	APEH	PBTA_HGG
M162	PID_RXR_VDR_PATHWAY	0.03696303696303696	FIG4	PBTA_HGG
M286	PID_TGFBR_PATHWAY	0.03696303696303696	PLK3	PBTA_HGG
M2108	VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	0.03696303696303696	PON2	PBTA_HGG
M2044	KEGG_SPLICEOSOME	0.03796203796203796	BTK	PBTA_HGG
M5436	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.03796203796203796	PARP4	PBTA_HGG
M321	KEGG_CHRONIC_MYELOID_LEUKEMIA	0.03796203796203796	PRKAR1B	PBTA_HGG
M19784	BIOCARTA_TCR_PATHWAY	0.03796203796203796	PLK3	PBTA_HGG
M16441	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.03796203796203796	FLOT2	PBTA_HGG
M730	REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	0.03796203796203796	ST3GAL6	PBTA_HGG
M5113	REACTOME_GLYCOLYSIS	0.03796203796203796	CACNB4	PBTA_HGG
M17268	SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN	0.03796203796203796	BTD	PBTA_HGG
M1940	BIOCARTA_CHREBP2_PATHWAY	0.03896103896103896	BCAS2	PBTA_HGG
M15	PID_LYSOPHOSPHOLIPID_PATHWAY	0.03896103896103896	ELP1	PBTA_HGG
M18841	MULLIGHAN_MLL_SIGNATURE_1_DN	0.03896103896103896	CASP1	PBTA_HGG
M16376	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.03996003996003996	NAGLU	PBTA_HGG
M233	PID_EPO_PATHWAY	0.03996003996003996	PLXNB3	PBTA_HGG
M4479	TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP	0.03996003996003996	ICA1	PBTA_HGG
M4661	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_GRANULOCYTE_UP	0.03996003996003996	CPSF4	PBTA_HGG
M3155	GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_UP	0.03996003996003996	DLST	PBTA_HGG
M6391	KEGG_PEROXISOME	0.04095904095904096	BAG1	PBTA_HGG
M12645	ST_GA13_PATHWAY	0.04095904095904096	RPL30	PBTA_HGG
M8240	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.04095904095904096	PARP4	PBTA_HGG
M10735	REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.04095904095904096	PSPH	PBTA_HGG
M990	CORRE_MULTIPLE_MYELOMA_DN	0.04095904095904096	CD83	PBTA_HGG
M13968	BIOCARTA_HIVNEF_PATHWAY	0.04195804195804196	FIG4	PBTA_HGG
M198	PID_SYNDECAN_1_PATHWAY	0.04195804195804196	CHST10	PBTA_HGG
M74	REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.04195804195804196	DRAP1	PBTA_HGG
M872	REACTOME_L1CAM_INTERACTIONS	0.04195804195804196	NAGLU	PBTA_HGG
M17450	LIU_SOX4_TARGETS_UP	0.04195804195804196	YWHAE	PBTA_HGG
M11266	KEGG_LYSOSOME	0.04295704295704296	CSF2RA	PBTA_HGG
M5193	SIG_CHEMOTAXIS	0.04295704295704296	PIK3R2	PBTA_HGG
M121	PID_MTOR_4PATHWAY	0.04295704295704296	MBTPS1	PBTA_HGG
M550	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.04395604395604396	PSMC5	PBTA_HGG
M18983	GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	0.04395604395604396	UTP14A	PBTA_HGG
M590	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	0.04495504495504495	B4GALT1	PBTA_HGG
M2250	LINDGREN_BLADDER_CANCER_CLUSTER_1_UP	0.04495504495504495	MBTPS1	PBTA_HGG
M16812	KERLEY_RESPONSE_TO_CISPLATIN_UP	0.04495504495504495	UQCRB	PBTA_HGG
M638	KEGG_ADHERENS_JUNCTION	0.04595404595404595	APEH	PBTA_HGG
M5988	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	0.04595404595404595	CTNS	PBTA_HGG
M16929	REACTOME_PI3K_CASCADE	0.04595404595404595	PLK3	PBTA_HGG
M5669	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.04795204795204795	APEH	PBTA_HGG
M15537	GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_UP	0.04795204795204795	ACSL1	PBTA_HGG
M905	CHOW_RASSF1_TARGETS_DN	0.04795204795204795	CTSC	PBTA_HGG
M2164	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.04895104895104895	OGT	PBTA_HGG
M1835	KEGG_GLIOMA	0.04895104895104895	PRKAR1B	PBTA_HGG
M13883	BIOCARTA_MPR_PATHWAY	0.04895104895104895	DRG2	PBTA_HGG
M8475	WANG_ESOPHAGUS_CANCER_VS_NORMAL_UP	0.04895104895104895	GNAI2	PBTA_HGG
M1718	SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.04995004995004995	PLK3	PBTA_HGG
M66	PID_MYC_ACTIV_PATHWAY	0.04995004995004995	AP1B1	PBTA_HGG
M708	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.04995004995004995	APOC2	PBTA_HGG
M738	REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.04995004995004995	TECR	PBTA_HGG
M456	REACTOME_TRNA_AMINOACYLATION	0.04995004995004995	PFKM	PBTA_HGG
M823	REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.04995004995004995	GNRH1	PBTA_HGG
