Gene	COSMIC	OncoKB	FM	MskImpact	MyCancerGenome	MyCancerGenomeClinTrial	CancerCommons	CancerGenomeInt	CarisMolIntel	JacksonLabs	NCI	CIVIC	cBioPortal	PEDStJude	PEDPfister	TCGABailey	Count
WT1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	9
WWTR1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
XPA	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3
XPC	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
XPO1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	5
YWHAE	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3
ZBTB16	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ZCCHC8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZEB1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
ZFHX3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4
ZMYM3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4
ZNF198	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF331	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ZNF384	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3
ZNF429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF479	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNF521	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ZNRF3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZRSR2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3
	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	8
NTRK2	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	6
MSH3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3
AURKB	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	4
RICTOR	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	5
INHBA	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
ARFRP1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
CHEK1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	5
FGF10	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
PIK3R2	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	6
GID4	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
FLT1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	7
FGF19	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
EPHB1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	4
GSK3B	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
FGF23	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
ZNF217	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	4
ZNF703	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
ADGRA2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
STAT4	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	4
MCL1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	4
EPHA5	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
FGF3	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	6
DOT1L	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
RAD50	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	5
CRKL	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
RPTOR	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	4
HGF	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	1	8
CTNNA1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
MEF2B	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
BCL2L2	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	4
PAK3	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
GNA13	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	4
FGF4	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	5
IGF1R	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	0	7
NUP93	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	4
IRS2	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	4
NFKBIA	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
IKBKE	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
KLHL6	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
CDK8	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
WISP3	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
MRE11	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
EMSY	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
AXL	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
CDKN2B	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	5
AURKA	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	7
PRKDC	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
FGF14	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
PIK3CG	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	7
RAD51	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
PDPK1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	4
FGF6	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	4
FANCL	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
SOX10	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	4
PDK1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	3
VEGFA	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	4
PSMC1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMC1P1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMD1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRKCH	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2
PSMD6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TNFRSF10A	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PKN2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIK3R5	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
TNFSF11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMD9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAPKAP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PTK2	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	4
NOTCH3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
PLK1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PSMD11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMB3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRKCI	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
AKT1S1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CTLA4	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	5
PSME1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HSP90AA2P	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
PSMD12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRKCG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIK3R4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
CDK7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
HDAC4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
PRKCZ	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMC5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TNFRSF10B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMD4	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	3
PARP2	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	4
PSMD5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HDAC1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	3
APH1B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
IL6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
APH1A	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
MLST8	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
PIGF	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PKN3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMB8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMA1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRKCE	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMA3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSEN2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSEN1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PSENEN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIK3C3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
PSMD10P2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MAP2K7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
PSMD10P3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VEGFB	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
PSMD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CDK2	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	5
PSMD14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PARP1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	4
EPHB4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
PSME4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
B4GALNT1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMB10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIK3C2A	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PIK3C2B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PKN1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CD38	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PSMA6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TNFRSF8	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PIK3R6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
PSMA2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMD10P1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CD52	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PRKD3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMB9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMB1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
TNFSF13B	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
HDAC9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2
PIK3C2G	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
NCSTN	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
PSMC3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMA7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIK3R3	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	3
PSMC6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMD4P1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMC2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMD10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSME3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FNTA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMB4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
IL6R	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PSMA4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSME2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PDCD1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	3
PSMD13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRKCQ	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CDK1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3
PSMC4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
HDAC7	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	3
CDK5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
MS4A1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
IL1B	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PSMB7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIPSL	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRKD1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
LYN	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2
SLAMF7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEPTOR	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMD8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
AURKC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMB6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMB2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRKD2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NOTCH4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
PRKCD	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PSMC3IP	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMA5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMA8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRKCA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
CDK9	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
PSME2P2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMD7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2
PSMB5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSMD3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIK3CD	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	4
PSMF1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PDGFC	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PRRT2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MAP2K5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MAP2K3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2
NOS2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2
VEGFC	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MAP2K6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PTGS2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	3
EPHA2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	4
WEE1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2
TEK	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2
EDNRA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PDGFA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FRK	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MAPK11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PDGFD	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ISG15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EIF4E	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
CLU	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
HSPB1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
CYP17A1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3
PTK2B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FOLH1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
ERCC1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	3
MKI67	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2
ERCC6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2
DPYD	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	3
HDAC2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	3
PLCG2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2
UGT1A1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2
TOP2A	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	3
ANXA1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2
CA9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SLC29A1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2
CRBN	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	3
TPMT	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
G6PD	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2
CD69	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2
TUBB3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
AREG	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2
SPARC	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
EREG	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	3
TLE3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PGP	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
RRM1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	3
SMC3	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	4
SLC2A5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CCR6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TBXAS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UMOD	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VAMP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MT-CO1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GABBR1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NLRP3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
GRIN2C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PTGS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FGR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HK1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SP7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AGER	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CANX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PRLR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CX3CL1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
GUCA2B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KRT20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CHUK	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
INHBE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RPS6KA3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
FPGS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GYPA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KRT18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GSTT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FCGR1CP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CEACAM5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ATF3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
P2RX1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
P2RY2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TNFSF10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KRT17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CTSB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RARG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CTSC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC1A5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PEBP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PVT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
SDC1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ICAM2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UGT1A9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KCNJ11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TSPYL2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
IVL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
APRT	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KRT10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GRIA4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NAT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SOCS6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADH1C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
TNF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NFKBIL1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NFE2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GTF2B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OPLAH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SAG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SV2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP19A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NCF2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KRT19	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HOXD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
FASLG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ABCC1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
KCNJ3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PPY	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
THPO	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GABPA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RALA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
LTF	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ADSS	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CD86	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
JAG1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MMP2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
ACE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GHRL	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
APP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NR6A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HMOX2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
THBS2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP2D6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGEA5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NPY	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
NPPA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IGF2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3
FXN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MAPK14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
IHH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UGCG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC6A3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
UBE2D1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
CYP3A43	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PLAUR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
VIP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
S100A10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
GFAP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
DEFA4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PLAU	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SPINT1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
JUNB	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PRKAR2B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
RPE65	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AKR1C1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
