drug1	drug2	synergy_score	module	comparison	drug1_MOA	drug1_target_hgnc_symbol	drug2_MOA	drug2_target_hgnc_symbol
CHLORPROMAZINE	DIAZOXIDE	0.00131948463708994	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.00131948463708994	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
CHLORPROMAZINE	DIAZOXIDE	0.00131948463708994	M6	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.00131948463708994	M6	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
CHLORPROMAZINE	DIAZOXIDE	0.00131948463708994	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.00131948463708994	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
TETRABENAZINE	ZAFIRLUKAST	0.00117291380299962	M5	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
CHLORPROMAZINE	DIAZOXIDE	0.0010208379634631	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.0010208379634631	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
CHLORPROMAZINE	DIAZOXIDE	0.0010208379634631	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.0010208379634631	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
CHLORPROMAZINE	DIAZOXIDE	0.0010208379634631	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.0010208379634631	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
CHLORPROMAZINE	DIAZOXIDE	0.0010208379634631	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.0010208379634631	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
CHLORPROMAZINE	ZAFIRLUKAST	0.000898279021457963	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
CHLORPROMAZINE	ZAFIRLUKAST	0.000898279021457963	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
CHLORPROMAZINE	ZAFIRLUKAST	0.000898279021457963	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
CHLORPROMAZINE	ZAFIRLUKAST	0.000898279021457963	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
TETRABENAZINE	DANAZOL	0.000893007252264619	M5	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Androgen Receptor agonist	AR
TETRABENAZINE	DANAZOL	0.000893007252264619	M5	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Progesterone receptor agonist	PGR
TETRABENAZINE	TOLAZAMIDE	0.000824966357356377	M5	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
TETRABENAZINE	TOLAZAMIDE	0.000824966357356377	M5	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	PHENTERMINE	0.00079843296896777	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Norepinephrine transporter releasing agent	SLC6A2
CHLORPROMAZINE	PHENTERMINE	0.00079843296896777	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Norepinephrine transporter releasing agent	SLC6A2
CHLORPROMAZINE	PHENTERMINE	0.00079843296896777	M6	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Norepinephrine transporter releasing agent	SLC6A2
CHLORPROMAZINE	PHENTERMINE	0.00079843296896777	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Norepinephrine transporter releasing agent	SLC6A2
DIAZOXIDE	ZAFIRLUKAST	0.000635556475859746	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
DIAZOXIDE	ZAFIRLUKAST	0.000635556475859746	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
CHLORPROMAZINE	DANAZOL	0.000621690574659606	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.000621690574659606	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Progesterone receptor agonist	PGR
CHLORPROMAZINE	DANAZOL	0.000621690574659606	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.000621690574659606	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Progesterone receptor agonist	PGR
CHLORPROMAZINE	DANAZOL	0.000621690574659606	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.000621690574659606	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Progesterone receptor agonist	PGR
CHLORPROMAZINE	DANAZOL	0.000621690574659606	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.000621690574659606	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Progesterone receptor agonist	PGR
CHLORPROMAZINE	TOLAZAMIDE	0.000595488812020143	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
CHLORPROMAZINE	TOLAZAMIDE	0.000595488812020143	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	TOLAZAMIDE	0.000595488812020143	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
CHLORPROMAZINE	TOLAZAMIDE	0.000595488812020143	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	TOLAZAMIDE	0.000595488812020143	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
CHLORPROMAZINE	TOLAZAMIDE	0.000595488812020143	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	TOLAZAMIDE	0.000595488812020143	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
CHLORPROMAZINE	TOLAZAMIDE	0.000595488812020143	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
DIAZOXIDE	DANAZOL	0.000401757858911852	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Androgen Receptor agonist	AR
DIAZOXIDE	DANAZOL	0.000401757858911852	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Progesterone receptor agonist	PGR
DIAZOXIDE	DANAZOL	0.000401757858911852	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Androgen Receptor agonist	AR
DIAZOXIDE	DANAZOL	0.000401757858911852	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Progesterone receptor agonist	PGR
DIAZOXIDE	TOLAZAMIDE	0.000399085411956782	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
DIAZOXIDE	TOLAZAMIDE	0.000399085411956782	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
DIAZOXIDE	TOLAZAMIDE	0.000399085411956782	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
DIAZOXIDE	TOLAZAMIDE	0.000399085411956782	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
ZAFIRLUKAST	DANAZOL	0.000382949501175049	M5	pbta_hgg_qSig	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1	Androgen Receptor agonist	AR
ZAFIRLUKAST	DANAZOL	0.000382949501175049	M5	pbta_hgg_qSig	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1	Progesterone receptor agonist	PGR
ZAFIRLUKAST	TOLAZAMIDE	0.000370741277584852	M5	pbta_hgg_qSig	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
ZAFIRLUKAST	TOLAZAMIDE	0.000370741277584852	M5	pbta_hgg_qSig	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.000340409539956984	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	KDR
DANAZOL	TOLAZAMIDE	0.000234358751031914	M5	pbta_hgg_qSig	Androgen Receptor agonist	AR	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
DANAZOL	TOLAZAMIDE	0.000234358751031914	M5	pbta_hgg_qSig	Androgen Receptor agonist	AR	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
DANAZOL	TOLAZAMIDE	0.000234358751031914	M5	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
DANAZOL	TOLAZAMIDE	0.000234358751031914	M5	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
DIAZOXIDE	PHENTERMINE	0.000217438281486182	M6	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Norepinephrine transporter releasing agent	SLC6A2
DIAZOXIDE	PHENTERMINE	0.000217438281486182	M6	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Norepinephrine transporter releasing agent	SLC6A2
